adolescent_girl,anganwadi_centers,anganwadi_helpers,anganwadi_workers,district_id,districts,eligible_beneficiaries,month,project,sector,state_id,states_uts,year
,54441.0,,43632,0,38,4040947,8,434,1784,19,0,2023
,54441.0,,43703,0,38,4014950,9,434,1784,19,0,2023
,54438.0,,44209,0,38,4033938,11,434,1785,19,0,2023
,54441.0,,43866,0,38,4004620,5,435,1801,19,0,2023
,54449.0,,43970,0,38,4067033,7,434,1784,19,0,2024
44040.0,54449.0,35439.0,44484,0,38,4212091,3,434,1784,19,0,2025
,54442.0,,43840,0,38,4018790,6,434,1783,19,0,2023
,54449.0,,44331,0,38,4034377,4,434,1782,19,0,2024
,54449.0,,43912,0,38,4093904,8,434,1784,19,0,2024
,54436.0,,44141,0,38,4049197,12,434,1785,19,0,2023
,54449.0,,43889,0,38,4094386,9,434,1784,19,0,2024
44206.0,54449.0,36256.0,44039,0,38,4180046,1,434,1783,19,0,2025
,54449.0,,44257,0,38,3997214,5,434,1782,19,0,2024
,54441.0,,43991,0,38,4025410,7,434,1784,19,0,2023
,54449.0,,43861,0,38,4077442,10,434,1783,19,0,2024
,54449.0,,44317,0,38,4065812,2,434,1785,19,0,2024
,54449.0,,44336,0,38,4052095,3,434,1782,19,0,2024
,54449.0,36796.0,43859,0,38,4113542,11,434,1783,19,0,2024
,61891.0,53645.0,60393,0,35,3036837,12,232,2373,26,0,2024
,61722.0,,60902,0,35,3526039,2,232,2353,26,0,2023
,61718.0,,60899,0,35,3503869,3,232,2353,26,0,2023
,61758.0,,60545,0,35,3215263,1,236,2383,26,0,2024
397052.0,61891.0,53585.0,60329,0,35,2986069,2,232,2374,26,0,2025
,61858.0,,60479,0,35,3058968,6,236,2387,26,0,2024
,61723.0,,60898,0,35,3480386,4,232,2346,26,0,2023
,61739.0,,60476,0,35,3289742,10,236,2383,26,0,2023
,61739.0,,60483,0,35,3388200,8,236,2382,26,0,2023
,61739.0,,60483,0,35,3356111,9,236,2382,26,0,2023
,61735.0,,60582,0,35,3253004,11,236,2383,26,0,2023
,61728.0,,60644,0,35,3444860,5,232,2348,26,0,2023
,61857.0,,60451,0,35,3055738,7,236,2387,26,0,2024
413357.0,61892.0,53366.0,60229,0,35,3007388,3,232,2374,26,0,2025
,61738.0,,60508,0,35,3428477,6,231,2348,26,0,2023
,61856.0,,60521,0,35,3032368,4,236,2387,26,0,2024
,61897.0,,60464,0,35,3062495,8,236,2387,26,0,2024
,61735.0,,60568,0,35,3245775,12,236,2383,26,0,2023
,61897.0,,60458,0,35,3076902,9,236,2387,26,0,2024
381907.0,61891.0,53585.0,60357,0,35,2995755,1,232,2374,26,0,2025
,61856.0,,60505,0,35,3030223,5,236,2387,26,0,2024
,61739.0,,60565,0,35,3401716,7,236,2382,26,0,2023
,61895.0,,60436,0,35,3055528,10,236,2393,26,0,2024
,61855.0,,60480,0,35,3164784,2,236,2387,26,0,2024
,61855.0,,60514,0,35,3084599,3,236,2387,26,0,2024
,61891.0,53681.0,60418,0,35,3068804,11,232,2373,26,0,2024
,450.0,419.0,430,0,1,41771,12,3,18,8,0,2024
,450.0,,442,0,1,51655,2,3,18,8,0,2023
,450.0,,440,0,1,50867,3,3,18,8,0,2023
,450.0,,435,0,1,46882,1,3,18,8,0,2024
0.0,450.0,416.0,425,0,1,42217,2,3,18,8,0,2025
,450.0,,434,0,1,44220,6,3,18,8,0,2024
,450.0,,440,0,1,49942,4,3,18,8,0,2023
,450.0,,433,0,1,46690,10,3,18,8,0,2023
,450.0,,432,0,1,47107,8,3,18,8,0,2023
,450.0,,432,0,1,46799,9,3,18,8,0,2023
,450.0,,439,0,1,46785,11,3,18,8,0,2023
,450.0,,423,0,1,49276,5,3,18,8,0,2023
,450.0,,435,0,1,44527,7,3,18,8,0,2024
0.0,450.0,439.0,432,0,1,42530,3,3,18,8,0,2025
,450.0,,426,0,1,48148,6,3,18,8,0,2023
,450.0,,438,0,1,46041,4,3,18,8,0,2024
,450.0,,438,0,1,44298,8,3,18,8,0,2024
,450.0,,434,0,1,47126,12,3,18,8,0,2023
,450.0,,433,0,1,44422,9,3,18,8,0,2024
0.0,450.0,418.0,431,0,1,41931,1,3,18,8,0,2025
,450.0,,434,0,1,44786,5,3,18,8,0,2024
,450.0,,443,0,1,46939,7,3,18,8,0,2023
,450.0,,427,0,1,42909,10,3,18,8,0,2024
,450.0,,435,0,1,46782,2,3,18,8,0,2024
,450.0,,437,0,1,46530,3,3,18,8,0,2024
,450.0,425.0,427,0,1,41770,11,3,18,8,0,2024
,20049.0,12784.0,19304,0,13,772157,12,105,594,21,0,2024
,20080.0,,19966,0,13,779079,2,105,592,21,0,2023
,20079.0,,19809,0,13,792043,3,105,592,21,0,2023
,20041.0,,19644,0,13,777186,1,105,593,21,0,2024
71041.0,20048.0,12713.0,19263,0,13,772270,2,105,592,21,0,2025
,20045.0,,19340,0,13,772396,6,105,593,21,0,2024
,20081.0,,19790,0,13,804608,4,105,592,21,0,2023
,20047.0,,19669,0,13,784467,10,105,593,21,0,2023
,20061.0,,19701,0,13,779831,8,105,593,21,0,2023
,20061.0,,19684,0,13,780405,9,105,593,21,0,2023
,20043.0,,19728,0,13,782354,11,105,593,21,0,2023
,20085.0,,19772,0,13,793766,5,105,592,21,0,2023
,20047.0,,19294,0,13,774017,7,105,593,21,0,2024
70907.0,20057.0,12695.0,19256,0,13,770999,3,105,592,21,0,2025
,20088.0,,19763,0,13,786568,6,105,592,21,0,2023
,20045.0,,19327,0,13,766358,4,105,593,21,0,2024
,20047.0,,19354,0,13,771847,8,105,594,21,0,2024
,20042.0,,19583,0,13,782843,12,105,593,21,0,2023
,20050.0,,19361,0,13,773335,9,105,594,21,0,2024
71121.0,20048.0,12752.0,19297,0,13,772642,1,105,593,21,0,2025
,20048.0,,19286,0,13,770710,5,105,593,21,0,2024
,20089.0,,19781,0,13,777857,7,105,593,21,0,2023
,20047.0,,19348,0,13,765089,10,105,594,21,0,2024
,20044.0,,19389,0,13,770819,2,105,593,21,0,2024
,20044.0,,19377,0,13,766749,3,105,593,21,0,2024
,20048.0,12874.0,19325,0,13,767771,11,105,594,21,0,2024
,119481.0,98417.0,104363,0,23,8670592,12,576,5056,38,0,2024
,122905.0,,114073,0,23,8855910,2,576,5141,38,0,2023
,122862.0,,113041,0,23,8912810,3,576,5144,38,0,2023
,119481.0,,106697,0,23,8750276,1,576,5048,38,0,2024
0.0,119481.0,97425.0,104546,0,23,8588555,2,576,5060,38,0,2025
,119481.0,,104919,0,23,8710855,6,576,5051,38,0,2024
,122892.0,,112600,0,23,8901879,4,576,5019,38,0,2023
,122362.0,,108850,0,23,8827032,10,576,5035,38,0,2023
,122436.0,,108932,0,23,8847415,8,576,5028,38,0,2023
,122394.0,,108827,0,23,8868599,9,576,5028,38,0,2023
,119451.0,,107999,0,23,8855518,11,576,5043,38,0,2023
,122465.0,,110103,0,23,8851972,5,576,5026,38,0,2023
,119481.0,,104854,0,23,8729116,7,576,5051,38,0,2024
0.0,119481.0,97198.0,104490,0,23,8588020,3,576,5061,38,0,2025
,122442.0,,109454,0,23,8834773,6,576,5027,38,0,2023
,119481.0,,105248,0,23,8680045,4,576,5053,38,0,2024
,119481.0,,104780,0,23,8720046,8,576,5051,38,0,2024
,119450.0,,108077,0,23,8848951,12,576,5044,38,0,2023
,119481.0,,104802,0,23,8704647,9,576,5052,38,0,2024
0.0,119481.0,97910.0,104439,0,23,8558018,1,576,5056,38,0,2025
,119481.0,,105003,0,23,8698829,5,576,5053,38,0,2024
,122439.0,,109493,0,23,8840632,7,576,5027,38,0,2023
,119481.0,,104771,0,23,8626799,10,576,5055,38,0,2024
,119481.0,,105600,0,23,8721313,2,576,5051,38,0,2024
,119481.0,,105460,0,23,8691556,3,576,5052,38,0,2024
,119481.0,98404.0,104632,0,23,8675915,11,576,5056,38,0,2024
,27313.0,23674.0,25763,0,23,1622414,12,155,1042,36,0,2024
,27328.0,,25786,0,22,1046056,2,158,1031,36,0,2023
,27318.0,,25680,0,22,1070143,3,158,1031,36,0,2023
,27313.0,,26578,0,23,1503873,1,155,1041,36,0,2024
34055.0,27313.0,23424.0,25619,0,23,1621845,2,155,1042,36,0,2025
,27314.0,,26127,0,23,1567634,6,155,1043,36,0,2024
,27322.0,,26082,0,22,1240397,4,158,1030,36,0,2023
,27312.0,,26258,0,22,1365446,10,155,1043,36,0,2023
,27311.0,,25898,0,22,1307785,8,155,1034,36,0,2023
,27311.0,,26026,0,22,1330319,9,155,1035,36,0,2023
,27313.0,,26582,0,22,1435673,11,155,1041,36,0,2023
,27308.0,,26128,0,22,1267842,5,158,1036,36,0,2023
,27314.0,,26002,0,23,1600805,7,155,1040,36,0,2024
34604.0,27313.0,23406.0,25563,0,23,1629401,3,155,1042,36,0,2025
,27314.0,,26135,0,22,1251737,6,158,1036,36,0,2023
,27314.0,,26270,0,23,1565290,4,155,1044,36,0,2024
,27313.0,,25965,0,23,1616929,8,155,1042,36,0,2024
,27313.0,,26588,0,22,1487276,12,155,1041,36,0,2023
,27314.0,,25916,0,23,1625025,9,155,1042,36,0,2024
33672.0,27313.0,23494.0,25657,0,23,1617568,1,155,1042,36,0,2025
,27314.0,,26188,0,23,1576897,5,155,1043,36,0,2024
,27312.0,,26148,0,22,1282932,7,158,1037,36,0,2023
,27314.0,,25894,0,23,1616144,10,155,1043,36,0,2024
,27313.0,,26430,0,23,1520336,2,155,1041,36,0,2024
,27314.0,,26341,0,23,1542245,3,155,1041,36,0,2024
,27313.0,23752.0,25846,0,23,1625731,11,155,1042,36,0,2024
,1261.0,1194.0,1205,0,2,57324,12,12,57,31,0,2024
,1262.0,,1242,0,2,72942,2,12,56,31,0,2023
,1262.0,,1240,0,2,71351,3,12,56,31,0,2023
,1261.0,,1236,0,2,66298,1,12,57,31,0,2024
0.0,1261.0,1202.0,1216,0,2,57835,2,12,57,31,0,2025
,1261.0,,1211,0,2,57683,6,12,57,31,0,2024
,1262.0,,1232,0,2,70400,4,12,56,31,0,2023
,1261.0,,1225,0,2,67619,10,12,57,31,0,2023
,1261.0,,1229,0,2,68211,8,12,56,31,0,2023
,1261.0,,1228,0,2,67768,9,12,56,31,0,2023
,1261.0,,1237,0,2,66992,11,12,57,31,0,2023
,1262.0,,1231,0,2,68301,5,12,56,31,0,2023
,1261.0,,1209,0,2,57586,7,12,57,31,0,2024
0.0,1261.0,1208.0,1222,0,2,57637,3,12,57,31,0,2025
,1262.0,,1236,0,2,65716,6,12,56,31,0,2023
,1261.0,,1215,0,2,65758,4,12,57,31,0,2024
,1261.0,,1209,0,2,57697,8,12,57,31,0,2024
,1261.0,,1237,0,2,66587,12,12,57,31,0,2023
,1261.0,,1209,0,2,57297,9,12,57,31,0,2024
0.0,1261.0,1190.0,1206,0,2,57813,1,12,57,31,0,2025
,1261.0,,1212,0,2,62305,5,12,57,31,0,2024
,1260.0,,1239,0,2,65791,7,12,56,31,0,2023
,1261.0,,1206,0,2,57194,10,12,57,31,0,2024
,1261.0,,1220,0,2,66766,2,12,57,31,0,2024
,1261.0,,1216,0,2,66431,3,12,57,31,0,2024
,1261.0,1195.0,1204,0,2,57527,11,12,57,31,0,2024
,6084.0,5083.0,5979,0,12,360363,12,41,222,30,0,2024
,5896.0,,5820,0,11,440567,2,41,213,30,0,2023
,5896.0,,5864,0,11,437793,3,41,213,30,0,2023
,5897.0,,5895,0,11,415484,1,41,222,30,0,2024
39875.0,6145.0,5539.0,6111,0,12,351078,2,41,222,30,0,2025
,5897.0,,5894,0,12,389468,6,41,222,30,0,2024
,5896.0,,5875,0,11,433379,4,41,214,30,0,2023
,5897.0,,5879,0,11,436342,10,41,222,30,0,2023
,5896.0,,5878,0,11,449695,8,41,220,30,0,2023
,5896.0,,5879,0,11,443865,9,41,222,30,0,2023
,5897.0,,5895,0,11,431485,11,41,222,30,0,2023
,5896.0,,5895,0,11,437694,5,41,214,30,0,2023
,5897.0,,5894,0,12,385707,7,41,222,30,0,2024
44528.0,6161.0,6062.0,6138,0,12,395576,3,41,222,30,0,2025
,5896.0,,5895,0,11,452743,6,41,214,30,0,2023
,5897.0,,5894,0,12,396160,4,41,222,30,0,2024
,5908.0,,5894,0,12,381368,8,41,222,30,0,2024
,5897.0,,5895,0,11,424207,12,41,222,30,0,2023
,6001.0,,5913,0,12,377078,9,41,222,30,0,2024
40754.0,6139.0,5221.0,6040,0,12,354140,1,41,222,30,0,2025
,5897.0,,5894,0,12,392098,5,41,222,30,0,2024
,5896.0,,5895,0,11,453847,7,41,215,30,0,2023
,6050.0,,5954,0,12,370455,10,41,222,30,0,2024
,5897.0,,5894,0,12,408194,2,41,222,30,0,2024
,5897.0,,5894,0,12,401372,3,41,222,30,0,2024
,6082.0,5053.0,5978,0,12,367224,11,41,222,30,0,2024
,1172.0,1159.0,1168,0,2,18697,12,13,51,37,0,2024
,1143.0,,1140,0,2,19349,2,13,51,37,0,2023
,1143.0,,1137,0,2,19213,3,13,51,37,0,2023
,1149.0,,1144,0,2,18542,1,13,51,37,0,2024
0.0,1172.0,1156.0,1165,0,2,19133,2,13,51,37,0,2025
,1150.0,,1139,0,2,18481,6,13,51,37,0,2024
,1143.0,,1137,0,2,18802,4,13,51,37,0,2023
,1146.0,,1140,0,2,18500,10,13,51,37,0,2023
,1145.0,,1141,0,2,18354,8,13,51,37,0,2023
,1145.0,,1139,0,2,18567,9,13,51,37,0,2023
,1148.0,,1142,0,2,18537,11,13,51,37,0,2023
,1144.0,,1139,0,2,18514,5,13,51,37,0,2023
,1156.0,,1143,0,2,18261,7,13,51,37,0,2024
0.0,1172.0,1156.0,1167,0,2,19194,3,13,51,37,0,2025
,1144.0,,1139,0,2,18411,6,13,51,37,0,2023
,1149.0,,1143,0,2,18632,4,13,51,37,0,2024
,1164.0,,1155,0,2,18184,8,13,51,37,0,2024
,1149.0,,1144,0,2,18548,12,13,51,37,0,2023
,1171.0,,1166,0,2,18326,9,13,51,37,0,2024
0.0,1172.0,1158.0,1165,0,2,18743,1,13,51,37,0,2025
,1150.0,,1141,0,2,18548,5,13,51,37,0,2024
,1144.0,,1139,0,2,18270,7,13,51,37,0,2023
,1172.0,,1169,0,2,18290,10,13,51,37,0,2024
,1149.0,,1147,0,2,18618,2,13,51,37,0,2024
,1149.0,,1143,0,2,18593,3,13,51,37,0,2024
,1172.0,1157.0,1169,0,2,18660,11,13,51,37,0,2024
,189140.0,123879.0,177563,0,75,21923958,12,896,7264,24,0,2024
,188885.0,,185594,0,75,21175664,2,896,7084,24,0,2023
,189018.0,,184623,0,75,21555832,3,896,7084,24,0,2023
,189144.0,,182356,0,75,22200746,1,900,7110,24,0,2024
175366.0,189133.0,123304.0,176890,0,75,21922154,2,896,7270,24,0,2025
,189147.0,,180322,0,75,22338132,6,896,7119,24,0,2024
,189013.0,,184445,0,75,21584148,4,896,7084,24,0,2023
,189070.0,,183140,0,75,22083227,10,897,7107,24,0,2023
,189044.0,,183543,0,75,21704046,8,897,7104,24,0,2023
,189036.0,,183348,0,75,22039834,9,897,7104,24,0,2023
,189044.0,,183137,0,75,21859926,11,897,7110,24,0,2023
,189024.0,,184309,0,75,21470835,5,896,7092,24,0,2023
,189147.0,,179392,0,75,22268376,7,896,7123,24,0,2024
172236.0,189132.0,123277.0,176896,0,75,22096712,3,896,7277,24,0,2025
,189024.0,,184174,0,75,21642251,6,896,7099,24,0,2023
,189149.0,,181131,0,75,22201589,4,900,7113,24,0,2024
,189154.0,,178876,0,75,22174636,8,896,7126,24,0,2024
,189147.0,,182741,0,75,22153136,12,898,7110,24,0,2023
,189159.0,,178787,0,75,22440854,9,896,7251,24,0,2024
177844.0,189133.0,123424.0,177006,0,75,21748719,1,896,7269,24,0,2025
,189143.0,,180452,0,75,22206084,5,896,7113,24,0,2024
,189045.0,,184054,0,75,21718597,7,896,7102,24,0,2023
,189140.0,,178706,0,75,22233550,10,896,7258,24,0,2024
,189111.0,,181565,0,75,22157613,2,900,7113,24,0,2024
,189154.0,,181311,0,75,22259633,3,900,7113,24,0,2024
,189128.0,124764.0,178537,0,75,22132125,11,896,7264,24,0,2024
,97329.0,81203.0,95634,0,55,7312770,12,453,3492,23,0,2024
,97163.0,,96444,0,52,6953120,2,456,3505,23,0,2023
,97136.0,,96235,0,52,6821874,3,456,3505,23,0,2023
,97322.0,,96323,0,52,7627138,1,453,3490,23,0,2024
136523.0,97329.0,81083.0,95594,0,55,7356019,2,453,3492,23,0,2025
,97330.0,,95868,0,55,7529760,6,453,3490,23,0,2024
,97140.0,,96240,0,52,6804247,4,453,3483,23,0,2023
,97135.0,,95883,0,52,7579121,10,453,3490,23,0,2023
,97136.0,,95854,0,52,7659562,8,453,3487,23,0,2023
,97136.0,,95858,0,52,7572577,9,453,3487,23,0,2023
,97135.0,,96296,0,52,7586738,11,453,3490,23,0,2023
,97137.0,,96143,0,52,7597802,5,454,3483,23,0,2023
,97330.0,,95807,0,55,7503133,7,453,3490,23,0,2024
136125.0,97329.0,81027.0,95557,0,55,7406946,3,453,3492,23,0,2025
,97135.0,,96099,0,52,7693989,6,453,3486,23,0,2023
,97330.0,,95402,0,55,7485427,4,453,3490,23,0,2024
,97330.0,,95784,0,55,7442589,8,453,3492,23,0,2024
,97135.0,,96288,0,52,7663356,12,453,3490,23,0,2023
,97330.0,,95749,0,55,7411386,9,453,3492,23,0,2024
135660.0,97329.0,81123.0,95636,0,55,7268316,1,453,3492,23,0,2025
,97330.0,,95745,0,55,7535552,5,453,3490,23,0,2024
,97135.0,,96244,0,52,7716417,7,453,3487,23,0,2023
,97330.0,,95764,0,55,7319531,10,453,3492,23,0,2024
,97330.0,,95623,0,55,7599716,2,453,3490,23,0,2024
,97330.0,,95433,0,55,7508903,3,453,3490,23,0,2024
,97329.0,81401.0,95716,0,55,7345451,11,453,3492,23,0,2024
,25964.0,20819.0,23570,0,22,1941113,12,149,1024,4,0,2024
,25961.0,,24769,0,22,2033932,2,148,1025,4,0,2023
,25962.0,,24601,0,22,2043828,3,148,1025,4,0,2023
,25964.0,,24306,0,22,1955686,1,149,1031,4,0,2024
12716.0,25962.0,20724.0,23498,0,22,1956472,2,149,1025,4,0,2025
,25962.0,,23848,0,22,1994262,6,149,1022,4,0,2024
,25962.0,,24564,0,22,2048226,4,148,1025,4,0,2023
,25963.0,,24364,0,22,1977296,10,149,1027,4,0,2023
,25963.0,,24438,0,22,1996821,8,149,1026,4,0,2023
,25963.0,,24411,0,22,1978193,9,149,1027,4,0,2023
,25963.0,,24373,0,22,1965972,11,149,1027,4,0,2023
,25959.0,,24522,0,22,2039308,5,148,1025,4,0,2023
,25962.0,,23801,0,22,1985754,7,149,1022,4,0,2024
12864.0,25962.0,20726.0,23452,0,22,1972270,3,149,1025,4,0,2025
,25963.0,,24512,0,22,2027008,6,148,1025,4,0,2023
,25960.0,,23902,0,22,1965435,4,149,1026,4,0,2024
,25962.0,,23748,0,22,1966523,8,149,1022,4,0,2024
,25963.0,,24328,0,22,1962191,12,149,1027,4,0,2023
,25962.0,,23711,0,22,1956898,9,149,1022,4,0,2024
12643.0,25963.0,20752.0,23541,0,22,1931062,1,149,1025,4,0,2025
,25962.0,,23863,0,22,1992270,5,149,1022,4,0,2024
,25963.0,,24510,0,22,2017923,7,149,1026,4,0,2023
,25963.0,,23665,0,22,1927182,10,149,1022,4,0,2024
,25963.0,,24030,0,22,1953845,2,149,1026,4,0,2024
,25964.0,,23949,0,22,1941158,3,149,1026,4,0,2024
,25962.0,20826.0,23629,0,22,1938136,11,149,1023,4,0,2024
,61924.0,53736.0,60945,0,50,4223483,12,304,2206,15,0,2024
,61855.0,,61688,0,33,4774286,2,304,2202,15,0,2023
,61854.0,,61385,0,33,4761179,3,304,2202,15,0,2023
,61911.0,,61309,0,33,4469784,1,306,2207,15,0,2024
40468.0,61952.0,54736.0,60991,0,41,4251953,2,304,2206,15,0,2025
,61898.0,,60764,0,33,4410098,6,304,2206,15,0,2024
,61858.0,,61376,0,33,4805884,4,304,2202,15,0,2023
,61869.0,,61138,0,33,4574693,10,306,2206,15,0,2023
,61870.0,,61143,0,33,4610505,8,304,2203,15,0,2023
,61870.0,,61136,0,33,4585273,9,304,2203,15,0,2023
,61869.0,,61308,0,33,4522284,11,306,2206,15,0,2023
,61870.0,,61371,0,33,4778221,5,304,2202,15,0,2023
,61899.0,,60756,0,50,4368714,7,304,2206,15,0,2024
39403.0,61960.0,54889.0,61007,0,41,4248105,3,365,2207,15,0,2025
,61873.0,,61351,0,33,4729610,6,304,2203,15,0,2023
,61897.0,,60891,0,33,4398752,4,304,2207,15,0,2024
,61901.0,,60780,0,50,4333726,8,304,2206,15,0,2024
,61873.0,,61305,0,33,4496612,12,306,2206,15,0,2023
,61903.0,,60802,0,50,4324569,9,304,2206,15,0,2024
40207.0,61942.0,54359.0,60981,0,50,4217286,1,304,2206,15,0,2025
,61893.0,,60774,0,33,4414108,5,304,2206,15,0,2024
,61874.0,,61331,0,33,4636094,7,304,2203,15,0,2023
,61906.0,,60836,0,50,4251405,10,304,2206,15,0,2024
,61901.0,,61093,0,33,4461676,2,306,2207,15,0,2024
,61902.0,,61040,0,33,4441966,3,304,2207,15,0,2024
,61908.0,52874.0,60881,0,50,4251979,11,304,2206,15,0,2024
,38515.0,34624.0,37764,0,24,3111694,12,224,1355,3,0,2024
,38434.0,,38280,0,24,3626231,2,234,1361,3,0,2023
,38435.0,,38072,0,24,3630978,3,234,1361,3,0,2023
,38424.0,,37979,0,24,3324600,1,224,1351,3,0,2024
234642.0,38521.0,34867.0,37862,0,24,3100221,2,224,1356,3,0,2025
,38424.0,,37497,0,24,3191760,6,224,1353,3,0,2024
,38440.0,,38076,0,24,3642759,4,224,1351,3,0,2023
,38430.0,,37946,0,24,3427023,10,224,1348,3,0,2023
,38430.0,,37956,0,24,3507591,8,224,1347,3,0,2023
,38431.0,,37940,0,24,3491913,9,224,1348,3,0,2023
,38425.0,,37986,0,24,3391166,11,224,1348,3,0,2023
,38423.0,,38011,0,24,3624236,5,224,1358,3,0,2023
,38424.0,,37503,0,24,3172520,7,224,1353,3,0,2024
228501.0,38518.0,35153.0,37897,0,24,3098002,3,224,1356,3,0,2025
,38431.0,,37980,0,24,3578853,6,224,1346,3,0,2023
,38424.0,,37580,0,24,3212871,4,224,1352,3,0,2024
,38452.0,,37528,0,24,3147586,8,224,1353,3,0,2024
,38425.0,,37982,0,24,3360044,12,224,1348,3,0,2023
,38468.0,,37551,0,24,3148332,9,224,1353,3,0,2024
238132.0,38515.0,34638.0,37797,0,24,3094573,1,224,1355,3,0,2025
,38424.0,,37500,0,24,3192926,5,224,1353,3,0,2024
,38430.0,,37993,0,24,3537167,7,224,1346,3,0,2023
,38515.0,,37618,0,24,3094804,10,224,1354,3,0,2024
,38423.0,,37645,0,24,3292750,2,224,1352,3,0,2024
,38423.0,,37584,0,24,3256085,3,224,1352,3,0,2024
,38515.0,34345.0,37626,0,24,3099245,11,224,1355,3,0,2024
,855.0,709.0,789,0,4,36004,12,7,33,12,0,2024
,855.0,,824,0,4,40552,2,7,30,12,0,2023
,855.0,,817,0,4,40708,3,7,30,12,0,2023
,855.0,,800,0,4,37185,1,7,30,12,0,2024
0.0,855.0,707.0,768,0,4,36400,2,7,33,12,0,2025
,855.0,,783,0,4,36344,6,7,32,12,0,2024
,855.0,,816,0,4,41404,4,7,30,12,0,2023
,855.0,,798,0,4,35367,10,7,30,12,0,2023
,855.0,,801,0,4,38946,8,7,30,12,0,2023
,855.0,,800,0,4,39122,9,7,30,12,0,2023
,855.0,,804,0,4,36591,11,7,30,12,0,2023
,855.0,,810,0,4,42006,5,7,30,12,0,2023
,855.0,,783,0,4,35957,7,7,32,12,0,2024
0.0,855.0,704.0,741,0,4,37200,3,7,33,12,0,2025
,855.0,,807,0,4,40671,6,7,30,12,0,2023
,855.0,,790,0,4,38020,4,7,31,12,0,2024
,855.0,,783,0,4,36164,8,7,32,12,0,2024
,855.0,,802,0,4,36939,12,7,30,12,0,2023
,855.0,,788,0,4,36262,9,7,33,12,0,2024
0.0,855.0,709.0,789,0,4,35994,1,7,33,12,0,2025
,855.0,,783,0,4,38014,5,7,31,12,0,2024
,855.0,,807,0,4,39944,7,7,30,12,0,2023
,855.0,,788,0,4,35843,10,7,33,12,0,2024
,855.0,,797,0,4,37681,2,7,30,12,0,2024
,855.0,,791,0,4,37728,3,7,31,12,0,2024
,855.0,710.0,788,0,4,35794,11,7,33,12,0,2024
,10900.0,10655.0,10578,0,11,662577,12,96,419,2,0,2024
,10899.0,,10425,0,11,718162,2,96,418,2,0,2023
,10898.0,,10366,0,12,711403,3,96,418,2,0,2023
,10898.0,,10487,0,11,706666,1,96,420,2,0,2024
0.0,10900.0,10717.0,10645,0,11,651610,2,96,420,2,0,2025
,10898.0,,10408,0,11,688836,6,96,419,2,0,2024
,10898.0,,10360,0,12,695320,4,96,418,2,0,2023
,10908.0,,10470,0,11,685615,10,96,420,2,0,2023
,10907.0,,10406,0,12,685211,8,98,422,2,0,2023
,10908.0,,10459,0,12,685752,9,98,422,2,0,2023
,10908.0,,10502,0,12,691234,11,98,422,2,0,2023
,10899.0,,10411,0,12,686438,5,96,419,2,0,2023
,10898.0,,10471,0,11,683093,7,96,419,2,0,2024
0.0,10897.0,10728.0,10645,0,11,641790,3,96,420,2,0,2025
,10899.0,,10431,0,12,690801,6,97,420,2,0,2023
,10898.0,,10413,0,11,697390,4,96,420,2,0,2024
,10898.0,,10534,0,11,682823,8,96,419,2,0,2024
,10909.0,,10498,0,11,698015,12,96,420,2,0,2023
,10898.0,,10554,0,11,671620,9,96,419,2,0,2024
0.0,10900.0,10714.0,10628,0,11,659651,1,96,419,2,0,2025
,10898.0,,10390,0,11,693338,5,96,419,2,0,2024
,10911.0,,10445,0,12,686430,7,98,422,2,0,2023
,10898.0,,10583,0,11,673386,10,96,419,2,0,2024
,10898.0,,10407,0,11,704609,2,96,420,2,0,2024
,10898.0,,10417,0,11,703630,3,96,420,2,0,2024
,10899.0,10639.0,10588,0,11,670210,11,96,419,2,0,2024
,1308.0,1298.0,1307,0,6,32348,12,13,58,13,0,2024
,1308.0,,1287,0,6,35893,2,15,58,13,0,2023
,1308.0,,1286,0,6,35696,3,15,58,13,0,2023
,1308.0,,1308,0,6,34332,1,13,58,13,0,2024
7305.0,1308.0,1298.0,1307,0,6,32090,2,13,58,13,0,2025
,1308.0,,1308,0,6,33653,6,13,58,13,0,2024
,1308.0,,1308,0,6,36585,4,15,58,13,0,2023
,1308.0,,1307,0,6,34866,10,13,58,13,0,2023
,1308.0,,1307,0,6,35708,8,15,58,13,0,2023
,1308.0,,1307,0,6,35405,9,15,58,13,0,2023
,1308.0,,1308,0,6,34929,11,13,58,13,0,2023
,1308.0,,1308,0,6,36495,5,15,58,13,0,2023
,1308.0,,1308,0,6,33620,7,13,58,13,0,2024
7295.0,1308.0,1298.0,1307,0,6,32247,3,13,58,13,0,2025
,1308.0,,1308,0,6,36237,6,15,58,13,0,2023
,1308.0,,1308,0,6,33823,4,13,58,13,0,2024
,1308.0,,1308,0,6,33381,8,13,58,13,0,2024
,1308.0,,1308,0,6,34609,12,13,58,13,0,2023
,1308.0,,1308,0,6,33032,9,13,58,13,0,2024
7504.0,1308.0,1298.0,1307,0,6,32057,1,13,58,13,0,2025
,1308.0,,1308,0,6,33872,5,13,58,13,0,2024
,1308.0,,1307,0,6,36013,7,15,58,13,0,2023
,1308.0,,1308,0,6,32571,10,13,58,13,0,2024
,1308.0,,1308,0,6,34094,2,13,58,13,0,2024
,1308.0,,1308,0,6,33624,3,13,58,13,0,2024
,1308.0,1299.0,1308,0,6,32652,11,13,58,13,0,2024
,59.0,56.0,58,0,1,4657,12,9,9,5,0,2024
